,user_id,dup_view_count,time_diff,vs,issu_ratio,seq
270,69thatshe,1.0,24.308666666666667,0.8721340388007055,0.6666666666666666,9
271,7020422,1.0,10.352,1.0,1.0,1
272,7078404,1.0,11.715,1.0,1.0,1
273,707king,1.0,10.114,1.0,1.0,1
274,70dlsdud,1.3333333333333333,195.165,0.45045045045045046,1.0,4
275,712487,1.0,13.251,1.0,0.0,1
276,712545,1.09375,22.44732352941176,0.9411764705882353,1.0,35
277,712864,1.0,59.147999999999996,0.6071428571428572,0.0,4
278,715226,1.0,9.409,1.0,0.0,1
279,717850,1.0,57.248428571428576,0.6926082215274125,0.47619047619047616,21
280,720075,1.0,8.691,1.0,1.0,1
281,721604,1.0,11.637,1.0,0.5,2
282,721683,1.0,10.979833333333334,0.6138211382113822,0.16666666666666666,6
283,722870,1.5,15.899666666666667,1.0,1.0,3
284,723623,1.0,7.419,1.0,1.0,1
285,724648,1.0,26.256299999999992,0.9,0.9,10
286,725573,1.0,10.6425,1.0,1.0,2
287,727136,1.0,16.404,1.0,1.0,1
288,728334,1.0,72.74750000000002,0.5,0.5,4
289,729111,1.0,9.778666666666666,1.0,0.3333333333333333,3
290,7321cdb,1.0,13.1172,0.5169811320754717,0.0,5
291,732533,1.0,10.373666666666667,0.5102040816326531,0.0,3
292,733401,1.0,13.844,1.0,1.0,1
293,7415,1.0,362.112,1.0,1.0,1
294,743564,1.0,135.9955,0.5,1.0,2
295,758989,1.0,9.762,1.0,1.0,1
296,75son,1.2222222222222223,263.23018181818185,0.7970507667228761,1.0,11
297,7620ja,1.1538461538461537,31.737076923076923,0.3881932021466905,0.06666666666666667,15
298,777goodtime,1.0,10.114,1.0,1.0,2
299,7788cms,1.0,48.8245,1.0,0.0,2
300,77catch,1.0,8.967,1.0,1.0,1
301,77kys,1.0,330.36825,0.75,0.75,4
302,7932129,1.0,5.929,1.0,1.0,1
303,800124,1.0,10.113,1.0,1.0,1
304,800125,1.0,143.79749999999999,0.5213675213675214,0.8333333333333334,6
305,800127,2.0,21.404,1.0,1.0,2
306,825886,1.0,13.246428571428575,0.8571428571428571,1.0,21
307,8283,1.0,8.024666666666667,0.48742138364779874,0.0,3
308,8294choi,1.0,7.776,1.0,1.0,1
309,82s82s,1.0769230769230769,308.8085714285714,0.8571428571428571,1.0,14
310,82ymkim,1.1111111111111112,224.2688888888889,1.0,1.0,10
311,832210,1.0,9.848,1.0,1.0,1
312,834400,1.4545454545454546,15.953933333333334,1.0,0.9375,16
313,834411,1.0,16.769,1.0,0.0,1
314,834980,1.0,9.712,1.0,1.0,1
315,835755,1.0,15.027,1.0,1.0,2
316,836811,1.125,205.73824999999997,0.875,1.0,9
317,836815,1.25,46.316733333333346,0.8329113924050634,0.6666666666666666,15
318,836824,1.0,71.25450000000001,1.0,1.0,2
319,837279,1.2,17.7682,1.0,1.0,6
320,837299,1.0,14.726714285714285,0.8571428571428571,1.0,7
321,837323,1.0,665.1410000000001,1.0,1.0,2
322,837327,1.1818181818181819,13.749500000000003,0.850187265917603,1.0,13
323,837551,1.0,242.81985000000003,0.6612381867764927,1.0,20
324,837726,1.0,13.672,1.0,0.0,1
325,837727,1.3,119.1063,0.7077586206896551,1.0,13
326,837728,1.0,362.844,1.0,1.0,1
327,837730,1.1428571428571428,50.589000000000006,1.0,0.875,8
328,837731,1.2,11.077333333333334,1.0,1.0,6
329,837732,1.1,16.717599999999997,0.95,1.0,22
330,837733,1.0,13.737294117647059,0.9411764705882353,1.0,17
331,837734,1.0,10.395,1.0,1.0,1
332,837735,1.0,53.2996,0.4970464135021097,0.2,10
333,837741,1.25,175.97130769230765,0.9177412183192529,1.0,15
334,837798,1.0,15.814,1.0,1.0,1
335,837877,1.0,13.873500000000002,0.75,1.0,4
336,837879,1.0,10.73025,1.0,1.0,4
337,837880,1.8,94.73181818181818,0.7272727272727273,1.0,18
338,837881,1.0434782608695652,244.2862916666667,0.7767000988992088,1.0,24
339,837975,1.0,17.122666666666667,1.0,1.0,3
340,838067,1.0,9.795399999999999,0.46938775510204084,0.0,5
341,838085,1.0,31.911125,0.8363095238095238,1.0,8
342,838086,1.2222222222222223,228.97636363636363,0.7727272727272727,1.0,22
343,838088,1.0943396226415094,222.65766071428567,0.5480422882428538,0.896551724137931,58
344,838090,1.0,9.025,1.0,0.0,1
345,838091,1.0,52.73357142857143,0.38970217062089857,0.0,7
346,838092,1.0,12.865,1.0,1.0,3
347,838106,1.0,9.108,1.0,0.0,6
348,838112,1.2,405.7969130434782,0.7047425853385562,0.9583333333333334,24
349,838116,1.1428571428571428,13.576875000000001,0.6083333333333334,0.375,8
350,838120,1.4666666666666666,215.99507894736837,0.6094372830141939,1.0,44
351,838141,1.0,71.10714285714285,0.7142857142857143,1.0,7
352,838254,1.2380952380952381,306.907,0.7216248506571086,1.0,26
353,838255,1.0,10.127666666666665,1.0,1.0,3
354,838257,1.1176470588235294,186.6723157894737,0.6984533214643374,0.8947368421052632,19
355,838258,1.0,98.73775,0.75,0.5,4
356,838267,1.0,15.517333333333335,0.5723684210526315,0.8333333333333334,6
357,838268,1.0,16.576333333333334,1.0,1.0,3
358,838378,1.0,13.766,1.0,1.0,1
359,838380,1.5,20.208,0.5,0.6666666666666666,3
360,838399,2.0,101.4296,0.8959390862944163,0.875,8
361,838403,1.0,11.611,1.0,1.0,1
362,838405,1.2816901408450705,92.78770731707317,0.7741163786823757,1.0,91
363,838406,1.0,13.253750000000002,1.0,0.75,4
364,838407,1.2666666666666666,204.70466666666664,0.7490847169008089,1.0,19
365,838408,1.0,10.887,1.0,1.0,2
366,838409,1.0,39.388,1.0,1.0,3
367,838423,1.0,31.756999999999998,1.0,1.0,2
368,838433,1.0,74.1005,1.0,1.0,4
369,838436,1.0,3.324,1.0,1.0,1
370,838443,1.0,10.805,1.0,0.0,1
371,838444,1.0,9.279,1.0,1.0,1
372,838595,1.0,17.238,1.0,1.0,1
373,838601,1.0,14.393,1.0,0.0,1
374,838602,1.0,9.525,1.0,0.0,1
375,838807,1.0384615384615385,51.045961538461526,0.7377475671181964,0.18518518518518517,27
376,838814,1.3461538461538463,84.75644827586206,0.7047913163017724,0.2,35
377,838822,1.0,9.642,1.0,0.0,1
378,838826,1.0,125.4488,0.8,0.8,5
379,838828,1.0,9.4785,1.0,1.0,2
380,838839,1.0,107.00833333333333,0.6666666666666666,1.0,3
381,838840,1.0,7.441000000000001,1.0,1.0,2
382,838891,1.3076923076923077,65.36095918367347,0.6766124054106434,0.9215686274509803,51
383,838892,1.3333333333333333,10.257333333333333,1.0,1.0,4
384,838904,1.0,17.6665,1.0,1.0,2
385,838927,1.25,45.700599999999994,1.0,1.0,5
386,838996,2.0,13.304,1.0,1.0,2
387,838997,1.0,85.69695454545456,0.7145948405829251,1.0,22
388,839002,1.0,15.063,0.5,1.0,2
389,839015,1.1428571428571428,19.314142857142855,0.5604395604395604,0.0,8
390,839018,1.1142857142857143,210.86315384615386,0.6910599922166207,1.0,39
391,839031,1.5,69.883,0.5,1.0,3
392,839047,1.0,36.5375,0.5,1.0,2
393,839054,1.0,11.832,1.0,1.0,1
394,839073,1.0,10.726333333333335,1.0,1.0,3
395,839075,1.0,10.832,1.0,1.0,1
396,839076,1.0,11.286,1.0,1.0,1
397,839083,1.0,46.95083333333333,0.6360544217687075,0.3333333333333333,6
398,839084,1.0,8.817,1.0,1.0,1
399,839086,1.0,15.213111111111111,1.0,1.0,9
400,839088,1.0,91.77183333333333,1.0,1.0,12
401,839089,1.0588235294117647,25.693705882352948,0.8258046301524563,0.8611111111111112,36
402,839091,1.0,37.802888888888894,0.8888888888888888,0.8,9
403,839105,1.0,97.5598,1.0,1.0,5
404,839106,1.0,36.028,1.0,1.0,1
405,839109,1.0,9.3895,1.0,1.0,2
406,839110,1.0,12.279,1.0,1.0,1
407,839168,1.0,8.7,1.0,1.0,2
408,839169,1.0,546.688,1.0,1.0,1
409,839171,1.0,7.589,1.0,1.0,1
410,851386,1.2553191489361701,20.768241379310354,0.8064267585206671,1.0,59
411,851388,1.0,16.4535,1.0,1.0,2
412,851391,1.0,16.991,1.0,1.0,1
413,851411,1.0,10.99675,1.0,1.0,4
414,851420,1.0476190476190477,50.35409523809525,0.7067701893785467,0.7272727272727273,22
415,851428,1.0,12.136375,1.0,1.0,8
416,851430,1.0,21.96525,0.75,0.5,4
417,851451,1.0,18.9,1.0,1.0,2
418,851452,1.1428571428571428,79.21014285714284,0.8173682466025853,1.0,16
419,851456,1.0666666666666667,541.0193125000001,0.3863464594934036,0.0625,16
420,851462,1.0,127.544,1.0,1.0,1
421,851469,1.0,143.977,0.8274793388429752,1.0,6
422,851471,1.5714285714285714,167.75358823529413,0.2560401270415557,1.0,22
423,851472,1.0,19.33,0.5,0.0,2
424,851473,1.4,449.1821666666667,0.8333333333333334,1.0,7
425,851474,1.28125,99.26746341463415,0.8548303548303547,0.975609756097561,41
426,851475,1.0,72.3555,1.0,1.0,8
427,851482,1.0,66.51543478260871,0.782608695652174,0.9130434782608695,23
428,851483,1.25,19.242555555555555,1.0,1.0,10
429,851487,1.1875,153.44457894736846,0.7025105271917256,0.868421052631579,38
430,851488,1.125984251968504,142.83105072463766,0.6551826333333002,0.951048951048951,143
431,851489,1.0,13.463,1.0,1.0,1
432,851490,1.0,17.451047619047614,0.820543093270366,0.7619047619047619,21
433,851507,1.0,15.85866666666667,1.0,1.0,3
434,851519,1.125,38.025777777777776,0.6958491934022113,1.0,9
435,851521,1.0,119.663,1.0,1.0,1
436,851535,1.0,9.655,1.0,1.0,1
437,851549,1.0,122.67580000000001,1.0,1.0,5
438,851554,1.5588235294117647,32.88933999999999,0.8246554643764578,1.0,106
439,851555,1.4081632653061225,160.96536496350365,0.6398852070141194,0.9637681159420289,138
440,851557,1.0,11.77975,1.0,1.0,4
441,851559,1.1428571428571428,110.54062499999999,0.875,1.0,8
442,851560,1.0,23.029,1.0,1.0,1
443,851562,1.0,10.284,1.0,1.0,1
444,851629,1.0,177.623,1.0,1.0,1
445,851630,1.0,9.457,1.0,1.0,1
446,851632,1.1612903225806452,57.025558823529416,0.8179080922452919,0.9166666666666666,36
447,851633,1.2380952380952381,27.462281553398064,0.7581487583824026,1.0,104
448,851635,1.0,11.884,1.0,1.0,1
449,851636,1.0,11.8935,1.0,0.5,2
450,851655,1.3333333333333333,51.20399999999999,0.5801658604008293,1.0,4
451,851656,1.0,25.404,1.0,1.0,1
452,851657,1.0,35.2782,0.6,0.6,5
453,851658,1.0,667.428,0.5,1.0,2
454,851669,1.0,15.798,1.0,1.0,1
455,851693,1.0,19.149,1.0,1.0,1
456,851695,1.0,8.8165,1.0,1.0,2
457,851721,1.0,11.374,1.0,1.0,1
458,851723,1.0,62.222500000000004,0.5312117142587881,0.4166666666666667,12
459,851724,1.0,11.280999999999999,1.0,1.0,2
460,851725,1.2608695652173914,28.491874999999997,1.0,1.0,29
461,851729,1.0,9.832,1.0,0.0,1
462,851733,1.0,14.95,0.5,0.0,2
463,851737,1.3571428571428572,19.671789473684207,0.8059317675295731,0.3157894736842105,19
464,851738,2.6666666666666665,13.004250000000003,0.875,0.0,8
465,852778,1.0357142857142858,27.553189655172407,0.8870845138552969,0.8620689655172413,58
466,852783,2.0,23.146,1.0,1.0,2
467,852788,1.0,13.818000000000001,1.0,1.0,2
468,852789,1.0,19.043,1.0,1.0,1
469,852793,2.0,14.3605,1.0,1.0,2
470,852795,1.0,8.474499999999999,0.5,0.0,2
471,852796,1.0,12.759249999999998,1.0,1.0,8
472,852797,1.2,124.6856,0.758041958041958,1.0,6
473,852799,1.0,19.353375000000003,0.75,1.0,8
474,852800,1.0,9.6405,1.0,1.0,2
475,852801,1.0,1092.8813333333335,1.0,1.0,3
476,852802,1.375,157.82013333333333,0.8377673448095984,1.0,33
477,852803,1.0,84.45680000000002,0.8,0.6,10
478,852804,1.1206896551724137,20.115588709677414,0.893714792597375,0.9769230769230769,130
479,852805,1.25,18.349999999999998,0.8894230769230771,1.0,20
480,852806,1.2432432432432432,52.41247619047619,0.7857756504663721,1.0,46
481,852808,1.0,230.63422222222223,0.7777777777777778,1.0,9
482,852810,1.2,15.400166666666669,1.0,1.0,6
483,852814,1.0,7.587,0.5,0.0,2
